,text
2416,love movi child . 'm horrifi treatment anim adult . research lot comtroversi anim abus . rent bought .
2417,"a+ hospital-kil movi ... compar `` coma `` , tough time earn second star"
2418,"thank review gang , save money horror watch one favorit film ruin ."
2419,"funni movi get even trump societi . movi still hold pretti well , although train sequenc pretti silli ."
2420,great stori anim beauti ! glen close narrat great job . perfect kid halloween season .
2421,product includ classic singer 's around five ( ) decad say . receiv gr8 servic superb product . would recommend & ask
2422,"bottom line : well-structur , well-act well-mad made-for-tv war film , trumpet fade probabl rememb great film , 're watch would n't fault think ."
2423,"extrem bore movi . psycholog moment `` '' side look fake , except worker realli attract . husband said movi interest also low-mind . agre ."
2424,martial art junki ! n't seen movi quit ; kitten/le movement comparison origin epic . master .
2425,"cute , enjoy flick well-known actor , well-act , direct & written . gripe surpris color ."
2426,believ georg done . never life ever angri . rape nation treasur .
2427,gret movi christma time want watch one fave
2428,two great reason film like . happi decid buy . thank .
2429,great movi . john wayn one finest actor film action movi
2430,"christian bale best , perform ooz class . classic perform classic movi . recommend movi highli enough . buy . must return video ..."
2431,"well-act , strong cast , slow move . drawn cast , would watch ."
2432,"show interest , n't . mayb 'll watch , mayb wo n't ."
2433,"lot potenti , good view two great , third great , john ford , would `` kick notch '' ."
2434,"like movi . act good , stori never realli work . 'll call slice life western ... done well ... ."
2435,anoth movi saw tv year ago alway want dvd . surpris find amazon.com .
2436,"georg luca ruin could wonder . avoid , avoid , avoid . stick iv-vii+ pretend exist ."
2437,could anyon love muppet . classic movi never get old . hilari remind child .
2438,probabl good movi appropri children . lot crass adult humor . felt uncomfort watch year old .
2439,love movi saw theatr first releas . steve martin best ! buy dvd collect . great disk great amazon seller .
2440,good movi . sissi play awesom part lorretta lynn . love movi .
2441,"expect . red dragon . descript one hannib lector movi , alreadi red dragon , would rate differ ."
2442,"semi nuditi film . olivi amus fast talk , tap danc , entertain ; charact basic unpleas . found film depress ."
2443,enjoy christma movi involv differ muppet world part henson realiti .
2444,dvd interest one one love mount everest . tell everyth climb everest live high altitud . rate one star enough landscap pic .
2445,'s time howard duck releas dvd . n't seen movi sinc child . 'm pre-ord movi right .
2446,"scare meter 2/3 almost 3/3 cool car , barracuda . sphere nasti . tall man , real meani . b movi qualiti , wish better ."
2447,reason purchas film hot-blow mind nylon high heel !
2448,"believ `` made tv '' movi . 's worth watch , especi like period and/or histor movi ."
2449,"great comedi like big , loud top great perform throughout film . jitterbug danc scene uso club worth price dvd ."
2450,deadli sin . weird murder mysteri surpris end . would call brad pitt 's best pictur good . suspens .
2451,wonder movi . wife love 's someth 'm look forward share kid grow .
2452,patrick bateman play christian bale true work art . true novel bret easton elli .
2453,tri watch movi granddaught . clearli anim behind time day ! lost interest first minut .
2454,film great dvd miss final song `` jean '' oliv
2455,n't wast time watch movi . kept think get better n't .
2456,one kind classic . saw theater first came probabl million time sinc . love
2457,bad dog movi would say buy may like may bad one good cat
2458,"one favorit john wayn movi . imag qualiti n't blu-ray standard expect . still , probabl best imag qualiti 've seen point , ca n't help think could better ."
2459,'ve alway love move . 's bit date still fun watch kid .
2460,"get one , 've read recent discontinu signatur collect warner bro . far best collect film signatur seri . hitchcock still master suspens !"
2461,"goofi see old time legaci actor , color studio movi film stage"
2462,good ol duke war movi . hardnos boss right hard . junior take licken ' kearn right . one favorit type movi .
2463,watch movi lot stop & start & may n't enjoy much thought would .
2464,: - ( n't get finish watch movi famili emerg - hour .
2465,"seen origin tucker ad print minneapoli star way back , look forward see film disappoint ."
2466,"movi focus dysfunct relationship . featur power convinc act , 're look uplift movi happi , satisfi end ."
2467,"know like 's stuff movi realli kind stank . model stuff , fay dunaway , 's stuff cool bad movi"
2468,indiana jone raider lost ark : realli like movi special effect action . 's entertain flick .
2469,fairli complex plot execut well . convinc perform usual matt damon . support cast also pretti impress !
2470,old 's movi appear giant ant new mexico desert . ant could destruct known world .
2471,"slow , n't realiz someon read book us . n't hold son 's attent"
2472,"bob 's best . top , video qualiti left lot desir ."
2473,"big robot duke solv world 's problem . second rate product valu , passabl script . meh , could watch everi coupl year . goofi fun . e.m. van court"
2474,"turn half-way , wait get better . seem strang noth hold interest ."
2475,bad bit slow part mani action scene shown differ angl . bad era howev .
2476,"classic , henri fonda act daughter , jane fonda . katherin hepburn treasur . 's laughter cri part . understand last movi henri fonda made death ."
2477,"n't seen movi n't know 've . 's base novel written hunter s. thompson , one fascin peopl centuri . buy today ."
2478,"watch third time enjoy . good perform everyon , especi bacon , outstand direct special effect . coupl jump scene ."
2479,"bottom line : preposter movi peopl teeshirt climb snowi mountain cardboard-cutout perform stallon lead gener villain , cliffhang deserv watch , own , recommend ."
2480,one movi kid watch without mom worri inappropri scene inform . perfect holiday .
2481,"alway , harrison ford fine actor product . widescreen rate"
2482,"classic disney film everyon need see . problem plot kinda drag littl end get bit trippi ... 'll see mean . still , great film !"
2483,"hindsight , pretti ridicul movi , classic chick flick . great watch need good laugh ."
2484,great adapt book exodo . vivid anim beauti music . love abil download movi .
2485,want add wayn movi collect . quit theon issu movi deliveri
2486,mayb close bed time start watch movi . given anoth chanc next day .
2487,seen year ago thought 'd check . ok . date ( expect ) interest 's way .
2488,watch min . could n't watch . movi n't improv age !
2489,ok kinda remind classic call ! golem . ok. like watch think good .
2490,much `` cheesi 's vibe '' .i usual like anyth jame caan could n't finish watch movi .
2491,"think movi great famili movi . everyth want . friendship , drama , imagin happi end ."
2492,"although one leader classic sci-fi , earli mutat pictur come talki , though still entertain . nevertheless , 's one tim burton 's favorit film still hold fun entri genr ."
2493,replac vh tape dvd conveni differ origin releas . call `` origin '' n't .
2494,"despit act , good , plot script movi left someth desir : movi took long develop plot n't engross . mysteri n't interest , either ."
2495,horribl . old sooooo date . one movi classic
2496,"interest . ( possibl ) see 's classic . sure realli hold , though . littl homoerot tast . leather lover 's dream ."
2497,"one time favorit disney movi . ca n't help fall love charact , set music ."
2498,"kind date , charact n't relat quit well first gener . overal enjoy ."
2499,"enjoy entertain movi , classic . great stori tell jim henson compani . cast well cast ."
2500,enjoy episod 's good see english live wwi . much harder time sinc war came homeland . hazel favorit charact .
2501,tell movi pretti old drip stink load polit correct .
2502,"crappi end ! movi pretti good stori line , approach end find suck known end suck ."
2503,movi without shred humor intellig . total wast actor like paul newman tim robbin . believ peopl rate star . junk !
2504,disappoint present review jewish histori littl foretel america 's futur ; cd fail miser .
2505,"% histor accur , good movi . seen sinc origin releas . entertain keep suspens !"
2506,"man movi , corni , cheap set , corni stori line . along line quest fire ."
